country,year,age,data_id,sex,suicides_no,population,suicides/100k pop,generation,gdp_for_year,gdp_per_capita
Kazakhstan,2004,25-34 years,13912,female,131,1174778,11.15,Generation X,"43,15,16,47,003",3110
Kazakhstan,2004,35-54 years,13906,male,1427,1874980,76.11,Boomers,"43,15,16,47,003",3110
Kazakhstan,2004,5-14 years,13915,male,57,1317575,4.33,Millenials,"43,15,16,47,003",3110
Kazakhstan,2004,55-74 years,13908,male,441,706313,62.44,Silent,"43,15,16,47,003",3110
Kazakhstan,2004,75+ years,13907,male,75,105970,70.77,Silent,"43,15,16,47,003",3110
Kazakhstan,2005,15-24 years,13924,female,153,1464554,10.45,Millenials,"57,12,36,71,734",4096
Kazakhstan,2005,25-34 years,13923,female,126,1188857,10.6,Generation X,"57,12,36,71,734",4096
Kazakhstan,2005,35-54 years,13926,female,177,2097655,8.44,Boomers,"57,12,36,71,734",4096
Kazakhstan,2005,5-14 years,13927,male,78,1272278,6.13,Millenials,"57,12,36,71,734",4096
Kazakhstan,2005,55-74 years,13925,female,100,1021709,9.79,Silent,"57,12,36,71,734",4096
Kazakhstan,2005,75+ years,13922,female,54,279776,19.3,Silent,"57,12,36,71,734",4096
Kazakhstan,2006,15-24 years,13933,male,657,1530192,42.94,Millenials,"81,00,38,84,545",5770
Kazakhstan,2006,25-34 years,13929,male,944,1189058,79.39,Generation X,"81,00,38,84,545",5770
Kazakhstan,2006,35-54 years,13930,male,1225,1915309,63.96,Boomers,"81,00,38,84,545",5770
Kazakhstan,2006,5-14 years,13940,female,24,1181324,2.03,Millenials,"81,00,38,84,545",5770
Kazakhstan,2006,55-74 years,13932,male,436,730464,59.69,Silent,"81,00,38,84,545",5770
Kazakhstan,2006,75+ years,13931,male,71,116133,61.14,Silent,"81,00,38,84,545",5770
Kazakhstan,2007,15-24 years,13947,female,203,1498711,13.54,Millenials,"1,04,84,98,86,826",7423
Kazakhstan,2007,25-34 years,13948,female,140,1219565,11.48,Generation X,"1,04,84,98,86,826",7423
Kazakhstan,2007,35-54 years,13949,female,210,2144647,9.79,Boomers,"1,04,84,98,86,826",7423
Kazakhstan,2007,5-14 years,13951,male,89,1202402,7.4,Generation Z,"1,04,84,98,86,826",7423
Kazakhstan,2007,55-74 years,13944,male,412,747545,55.11,Silent,"1,04,84,98,86,826",7423
Kazakhstan,2007,75+ years,13946,female,50,281627,17.75,Silent,"1,04,84,98,86,826",7423
Kazakhstan,2008,15-24 years,13959,female,239,1496633,15.97,Millenials,"1,33,44,16,12,247",9387
Kazakhstan,2008,25-34 years,13960,female,152,1240283,12.26,Generation X,"1,33,44,16,12,247",9387
Kazakhstan,2008,35-54 years,13961,female,217,2165507,10.02,Boomers,"1,33,44,16,12,247",9387
Kazakhstan,2008,5-14 years,13963,male,66,1182019,5.58,Generation Z,"1,33,44,16,12,247",9387
Kazakhstan,2008,55-74 years,13962,female,93,1110519,8.37,Silent,"1,33,44,16,12,247",9387
Kazakhstan,2008,75+ years,13953,male,86,116815,73.62,Silent,"1,33,44,16,12,247",9387
Kazakhstan,2009,15-24 years,13969,male,608,1533027,39.66,Millenials,"1,15,30,86,61,143",8024
Kazakhstan,2009,25-34 years,13965,male,848,1263819,67.1,Generation X,"1,15,30,86,61,143",8024
Kazakhstan,2009,35-54 years,13966,male,1181,1980466,59.63,Boomers,"1,15,30,86,61,143",8024
Kazakhstan,2009,5-14 years,13976,female,26,1126895,2.31,Generation Z,"1,15,30,86,61,143",8024
Kazakhstan,2009,55-74 years,13968,male,380,792505,47.95,Silent,"1,15,30,86,61,143",8024
Kazakhstan,2009,75+ years,13967,male,60,116533,51.49,Silent,"1,15,30,86,61,143",8024
Kazakhstan,2010,15-24 years,13983,female,193,1549811,12.45,Millenials,"1,48,04,73,48,241",10062
Kazakhstan,2010,25-34 years,13978,male,808,1310211,61.67,Generation X,"1,48,04,73,48,241",10062
Kazakhstan,2010,35-54 years,13986,female,160,2227790,7.18,Generation X,"1,48,04,73,48,241",10062
Kazakhstan,2010,5-14 years,13988,female,25,1155258,2.16,Generation Z,"1,48,04,73,48,241",10062
Kazakhstan,2010,55-74 years,13985,female,88,1144484,7.69,Silent,"1,48,04,73,48,241",10062
Kazakhstan,2010,75+ years,13982,female,39,263531,14.8,Silent,"1,48,04,73,48,241",10062
Kazakhstan,2011,15-24 years,13995,female,171,1514356,11.29,Millenials,"1,92,62,65,07,972",12969
Kazakhstan,2011,25-34 years,13996,female,128,1367342,9.36,Millenials,"1,92,62,65,07,972",12969
Kazakhstan,2011,35-54 years,13997,female,166,2253866,7.37,Generation X,"1,92,62,65,07,972",12969
Kazakhstan,2011,5-14 years,14000,female,21,1169247,1.8,Generation Z,"1,92,62,65,07,972",12969
Kazakhstan,2011,55-74 years,13992,male,358,831202,43.07,Boomers,"1,92,62,65,07,972",12969
Kazakhstan,2011,75+ years,13994,female,44,273217,16.1,Silent,"1,92,62,65,07,972",12969
Kazakhstan,2012,15-24 years,14007,female,131,1464381,8.95,Millenials,"2,07,99,85,68,866",13845
Kazakhstan,2012,25-34 years,14001,male,716,1384736,51.71,Millenials,"2,07,99,85,68,866",13845
Kazakhstan,2012,35-54 years,14002,male,1074,2082135,51.58,Generation X,"2,07,99,85,68,866",13845
Kazakhstan,2012,5-14 years,14011,male,33,1261734,2.62,Generation Z,"2,07,99,85,68,866",13845
Kazakhstan,2012,55-74 years,14004,male,368,852033,43.19,Boomers,"2,07,99,85,68,866",13845
Kazakhstan,2012,75+ years,14003,male,60,129890,46.19,Silent,"2,07,99,85,68,866",13845
Kazakhstan,2013,15-24 years,14019,female,182,1405609,12.95,Millenials,"2,36,63,45,52,078",15552
Kazakhstan,2013,25-34 years,14020,female,136,1451026,9.37,Millenials,"2,36,63,45,52,078",15552
Kazakhstan,2013,35-54 years,14021,female,193,2289754,8.43,Generation X,"2,36,63,45,52,078",15552
Kazakhstan,2013,5-14 years,14024,female,27,1246955,2.17,Generation Z,"2,36,63,45,52,078",15552
Kazakhstan,2013,55-74 years,14022,female,89,1228388,7.25,Boomers,"2,36,63,45,52,078",15552
Kazakhstan,2013,75+ years,14018,female,48,307080,15.63,Silent,"2,36,63,45,52,078",15552
Kazakhstan,2014,15-24 years,14031,female,132,1344351,9.82,Millenials,"2,21,41,55,72,820",14351
Kazakhstan,2014,25-34 years,14027,male,667,1462224,45.62,Millenials,"2,21,41,55,72,820",14351
Kazakhstan,2014,35-54 years,14025,male,1082,2116035,51.13,Generation X,"2,21,41,55,72,820",14351
Kazakhstan,2014,5-14 years,14036,female,18,1307309,1.38,Generation Z,"2,21,41,55,72,820",14351
Kazakhstan,2014,55-74 years,14028,male,343,911127,37.65,Boomers,"2,21,41,55,72,820",14351
Kazakhstan,2014,75+ years,14026,male,70,148578,47.11,Silent,"2,21,41,55,72,820",14351
Kazakhstan,2015,15-24 years,14043,female,127,1285407,9.88,Millenials,"1,84,38,84,32,149",11784
Kazakhstan,2015,25-34 years,14045,female,108,1524321,7.09,Millenials,"1,84,38,84,32,149",11784
Kazakhstan,2015,35-54 years,14044,female,175,2313458,7.56,Generation X,"1,84,38,84,32,149",11784
Kazakhstan,2015,5-14 years,14048,female,13,1370388,0.95,Generation Z,"1,84,38,84,32,149",11784
Kazakhstan,2015,55-74 years,14046,female,65,1306669,4.97,Boomers,"1,84,38,84,32,149",11784
Kazakhstan,2015,75+ years,14042,female,42,343577,12.22,Silent,"1,84,38,84,32,149",11784
Kiribati,1991,15-24 years,14049,male,5,6789,73.65,Generation X,"4,75,15,189",768
Kiribati,1991,25-34 years,14051,male,1,5615,17.81,Boomers,"4,75,15,189",768
Kiribati,1991,35-54 years,14052,male,1,6101,16.39,Boomers,"4,75,15,189",768
Kiribati,1991,55-74 years,14050,male,1,2345,42.64,Silent,"4,75,15,189",768
Kiribati,1992,15-24 years,14062,male,2,6669,29.99,Generation X,"4,77,37,955",759
Kiribati,1992,35-54 years,14063,male,1,6226,16.06,Boomers,"4,77,37,955",759
Kiribati,1992,55-74 years,14061,female,1,2799,35.73,Silent,"4,77,37,955",759
Kiribati,1993,15-24 years,14074,male,3,6585,45.56,Generation X,"4,69,19,625",735
Kiribati,1993,25-34 years,14076,male,2,5958,33.57,Boomers,"4,69,19,625",735
Kiribati,1993,35-54 years,14073,male,3,6370,47.1,Boomers,"4,69,19,625",735
Kiribati,1993,5-14 years,14079,male,1,9780,10.22,Millenials,"4,69,19,625",735
Kiribati,1993,55-74 years,14075,male,1,2384,41.95,Silent,"4,69,19,625",735
Kiribati,1994,15-24 years,14088,female,1,6528,15.32,Generation X,"5,48,32,578",845
Kiribati,1994,25-34 years,14087,male,2,6053,33.04,Boomers,"5,48,32,578",845
Kiribati,1994,35-54 years,14085,male,3,6529,45.95,Boomers,"5,48,32,578",845
Kiribati,1994,5-14 years,14089,female,1,9619,10.4,Millenials,"5,48,32,578",845
Kiribati,1995,15-24 years,14098,male,1,6630,15.08,Generation X,"5,63,38,028",855
Kiribati,1995,55-74 years,14097,male,1,2402,41.63,Silent,"5,63,38,028",855
Kiribati,1996,15-24 years,14111,female,1,6716,14.89,Generation X,"6,65,15,377",991
Kiribati,1996,25-34 years,14110,female,1,6635,15.07,Generation X,"6,65,15,377",991
Kiribati,1996,35-54 years,14113,female,1,7304,13.69,Boomers,"6,65,15,377",991
Kiribati,1996,5-14 years,14109,male,2,10569,18.92,Millenials,"6,65,15,377",991
Kiribati,1997,15-24 years,14122,male,2,6964,28.72,Generation X,"6,75,37,480",988
Kiribati,1997,25-34 years,14121,male,2,6005,33.31,Generation X,"6,75,37,480",988
Kiribati,1997,35-54 years,14123,male,1,7127,14.03,Boomers,"6,75,37,480",988
Kiribati,1998,15-24 years,14133,male,2,7215,27.72,Generation X,"6,53,34,841",939
Kiribati,1998,35-54 years,14134,male,1,7353,13.6,Boomers,"6,53,34,841",939
Kiribati,1998,5-14 years,14135,male,1,10956,9.13,Millenials,"6,53,34,841",939
Kuwait,1985,15-24 years,14185,male,2,150900,1.33,Generation X,"21,44,26,19,681",14607
Kuwait,1985,25-34 years,14183,male,5,228000,2.19,Boomers,"21,44,26,19,681",14607
Kuwait,1985,35-54 years,14182,male,6,235600,2.55,Silent,"21,44,26,19,681",14607
Kuwait,1985,55-74 years,14181,male,1,35200,2.84,G.I. Generation,"21,44,26,19,681",14607
Kuwait,1986,15-24 years,14193,male,4,157400,2.54,Generation X,"17,90,36,81,693",11661
Kuwait,1986,25-34 years,14194,female,3,143000,2.1,Boomers,"17,90,36,81,693",11661
Kuwait,1986,35-54 years,14196,male,3,246500,1.22,Silent,"17,90,36,81,693",11661
Kuwait,1987,15-24 years,14210,female,1,159300,0.63,Generation X,"22,36,57,34,482",13924
Kuwait,1987,25-34 years,14206,male,6,249500,2.4,Boomers,"22,36,57,34,482",13924
Kuwait,1987,35-54 years,14207,male,4,257900,1.55,Silent,"22,36,57,34,482",13924
Kuwait,1987,55-74 years,14205,female,1,24300,4.12,G.I. Generation,"22,36,57,34,482",13924
Kuwait,1993,15-24 years,14222,male,1,119600,0.84,Generation X,"23,94,13,91,391",18798
Kuwait,1993,25-34 years,14218,male,6,207800,2.89,Boomers,"23,94,13,91,391",18798
Kuwait,1993,35-54 years,14221,female,2,123800,1.62,Boomers,"23,94,13,91,391",18798
Kuwait,1993,55-74 years,14219,male,1,35200,2.84,Silent,"23,94,13,91,391",18798
Kuwait,1994,15-24 years,14234,male,2,137100,1.46,Generation X,"24,84,84,83,838",17161
Kuwait,1994,25-34 years,14229,female,7,132800,5.27,Boomers,"24,84,84,83,838",17161
Kuwait,1994,35-54 years,14230,female,5,123000,4.07,Boomers,"24,84,84,83,838",17161
Kuwait,1994,55-74 years,14233,male,1,41900,2.39,Silent,"24,84,84,83,838",17161
Kuwait,1995,15-24 years,14241,male,5,142900,3.5,Generation X,"27,19,16,89,008",17995
Kuwait,1995,25-34 years,14242,male,9,292900,3.07,Generation X,"27,19,16,89,008",17995
Kuwait,1995,35-54 years,14244,female,2,128200,1.56,Boomers,"27,19,16,89,008",17995
Kuwait,1996,15-24 years,14256,female,3,120600,2.49,Generation X,"31,49,39,87,642",20076
Kuwait,1996,25-34 years,14253,female,8,143900,5.56,Generation X,"31,49,39,87,642",20076
Kuwait,1996,35-54 years,14257,male,6,315300,1.9,Boomers,"31,49,39,87,642",20076
Kuwait,1996,55-74 years,14254,male,2,45300,4.42,Silent,"31,49,39,87,642",20076
Kuwait,1997,15-24 years,14266,female,5,124500,4.02,Generation X,"30,35,44,34,553",18766
Kuwait,1997,25-34 years,14265,female,7,148300,4.72,Generation X,"30,35,44,34,553",18766
Kuwait,1997,35-54 years,14267,female,5,137300,3.64,Boomers,"30,35,44,34,553",18766
Kuwait,1997,55-74 years,14269,male,1,46700,2.14,Silent,"30,35,44,34,553",18766
Kuwait,1998,15-24 years,14280,female,3,137997,2.17,Generation X,"25,94,19,29,462",14209
Kuwait,1998,25-34 years,14277,female,6,176454,3.4,Generation X,"25,94,19,29,462",14209
Kuwait,1998,35-54 years,14278,female,6,184143,3.26,Boomers,"25,94,19,29,462",14209
Kuwait,1998,55-74 years,14282,male,1,56327,1.78,Silent,"25,94,19,29,462",14209
Kuwait,1999,15-24 years,14293,male,2,157500,1.27,Generation X,"30,12,18,79,435",15864
Kuwait,1999,25-34 years,14289,male,16,357800,4.47,Generation X,"30,12,18,79,435",15864
Kuwait,1999,35-54 years,14291,male,14,413600,3.38,Boomers,"30,12,18,79,435",15864
Kuwait,1999,5-14 years,14295,male,1,180700,0.55,Millenials,"30,12,18,79,435",15864
Kuwait,2000,15-24 years,14305,female,2,147681,1.35,Generation X,"37,71,18,64,407",19112
Kuwait,2000,25-34 years,14301,female,10,189015,5.29,Generation X,"37,71,18,64,407",19112
Kuwait,2000,35-54 years,14306,male,5,431562,1.16,Boomers,"37,71,18,64,407",19112
Kuwait,2000,55-74 years,14304,male,1,61145,1.64,Silent,"37,71,18,64,407",19112
Kuwait,2001,15-24 years,14316,male,2,172345,1.16,Millenials,"34,89,07,72,742",17116
Kuwait,2001,25-34 years,14314,male,8,367180,2.18,Generation X,"34,89,07,72,742",17116
Kuwait,2001,35-54 years,14313,male,15,453739,3.31,Boomers,"34,89,07,72,742",17116
Kuwait,2002,15-24 years,14330,female,2,168033,1.19,Millenials,"38,13,75,45,245",17668
Kuwait,2002,25-34 years,14328,female,5,213750,2.34,Generation X,"38,13,75,45,245",17668
Kuwait,2002,35-54 years,14329,female,4,225709,1.77,Boomers,"38,13,75,45,245",17668
Kuwait,2003,15-24 years,14342,male,2,209956,0.95,Millenials,"47,87,58,38,926",24544
Kuwait,2003,25-34 years,14337,female,9,185021,4.86,Generation X,"47,87,58,38,926",24544
Kuwait,2003,35-54 years,14340,female,3,208524,1.44,Boomers,"47,87,58,38,926",24544
Kuwait,2004,15-24 years,14352,male,5,206153,2.43,Millenials,"59,44,01,08,585",29778
Kuwait,2004,25-34 years,14353,male,6,318728,1.88,Generation X,"59,44,01,08,585",29778
Kuwait,2004,35-54 years,14351,female,7,212485,3.29,Boomers,"59,44,01,08,585",29778
Kuwait,2005,15-24 years,14364,female,3,168662,1.78,Millenials,"80,79,79,45,205",39166
Kuwait,2005,25-34 years,14361,male,21,346283,6.06,Generation X,"80,79,79,45,205",39166
Kuwait,2005,35-54 years,14362,male,17,413321,4.11,Boomers,"80,79,79,45,205",39166
Kuwait,2005,55-74 years,14365,male,1,74974,1.33,Silent,"80,79,79,45,205",39166
Kuwait,2006,15-24 years,14378,female,2,182410,1.1,Millenials,"1,01,55,06,54,721",46890
Kuwait,2006,25-34 years,14373,male,18,360383,4.99,Generation X,"1,01,55,06,54,721",46890
Kuwait,2006,35-54 years,14374,male,14,432150,3.24,Boomers,"1,01,55,06,54,721",46890
Kuwait,2006,55-74 years,14376,female,1,50864,1.97,Silent,"1,01,55,06,54,721",46890
Kuwait,2007,15-24 years,14391,female,1,220418,0.45,Millenials,"1,14,64,10,97,818",37283
Kuwait,2007,25-34 years,14385,male,21,640909,3.28,Generation X,"1,14,64,10,97,818",37283
Kuwait,2007,35-54 years,14390,male,9,717868,1.25,Boomers,"1,14,64,10,97,818",37283
Kuwait,2007,55-74 years,14387,male,2,99708,2.01,Silent,"1,14,64,10,97,818",37283
Kuwait,2008,15-24 years,14404,female,2,247755,0.81,Millenials,"1,47,39,58,33,333",43746
Kuwait,2008,25-34 years,14397,male,13,712955,1.82,Generation X,"1,47,39,58,33,333",43746
Kuwait,2008,35-54 years,14402,female,5,363431,1.38,Boomers,"1,47,39,58,33,333",43746
Kuwait,2008,55-74 years,14403,male,1,110218,0.91,Silent,"1,47,39,58,33,333",43746
Kuwait,2009,15-24 years,14413,male,4,262196,1.53,Millenials,"1,05,89,99,30,507",33453
Kuwait,2009,25-34 years,14409,female,11,309613,3.55,Generation X,"1,05,89,99,30,507",33453
Kuwait,2009,35-54 years,14410,male,22,747742,2.94,Boomers,"1,05,89,99,30,507",33453
Kuwait,2009,55-74 years,14414,female,1,68187,1.47,Silent,"1,05,89,99,30,507",33453
Kuwait,2010,15-24 years,14425,female,2,231645,0.86,Millenials,"1,15,41,90,50,942",35171
Kuwait,2010,25-34 years,14422,female,8,351659,2.27,Generation X,"1,15,41,90,50,942",35171
Kuwait,2010,35-54 years,14424,male,9,762814,1.18,Generation X,"1,15,41,90,50,942",35171
Kuwait,2010,55-74 years,14421,male,3,121359,2.47,Silent,"1,15,41,90,50,942",35171
Kuwait,2011,15-24 years,14435,male,4,260399,1.54,Millenials,"1,54,02,75,36,232",46203
Kuwait,2011,25-34 years,14433,female,6,354327,1.69,Millenials,"1,54,02,75,36,232",46203
Kuwait,2011,35-54 years,14439,female,4,396994,1.01,Generation X,"1,54,02,75,36,232",46203
Kuwait,2011,5-14 years,14437,female,3,230439,1.3,Generation Z,"1,54,02,75,36,232",46203
Kuwait,2011,55-74 years,14434,male,2,128263,1.56,Boomers,"1,54,02,75,36,232",46203
Kuwait,2012,15-24 years,14445,male,10,267410,3.74,Millenials,"1,74,07,00,25,009",49781
Kuwait,2012,25-34 years,14447,female,8,377621,2.12,Millenials,"1,74,07,00,25,009",49781
Kuwait,2012,35-54 years,14448,male,17,822229,2.07,Generation X,"1,74,07,00,25,009",49781
Kuwait,2012,5-14 years,14453,male,1,250917,0.4,Generation Z,"1,74,07,00,25,009",49781
Kuwait,2012,55-74 years,14446,female,2,83066,2.41,Boomers,"1,74,07,00,25,009",49781
Kuwait,2013,15-24 years,14463,male,2,267988,0.75,Millenials,"1,74,16,11,42,454",48729
Kuwait,2013,25-34 years,14457,male,16,643877,2.48,Millenials,"1,74,16,11,42,454",48729
Kuwait,2013,35-54 years,14462,male,7,847524,0.83,Generation X,"1,74,16,11,42,454",48729
Kuwait,2013,55-74 years,14458,male,3,146172,2.05,Boomers,"1,74,16,11,42,454",48729
Kuwait,2014,15-24 years,14470,male,7,270301,2.59,Millenials,"1,62,63,14,12,509",43774
Kuwait,2014,25-34 years,14476,female,4,390934,1.02,Millenials,"1,62,63,14,12,509",43774
Kuwait,2014,35-54 years,14472,male,18,892860,2.02,Generation X,"1,62,63,14,12,509",43774
Kuwait,2014,55-74 years,14473,male,3,156953,1.91,Boomers,"1,62,63,14,12,509",43774
Kyrgyzstan,1990,15-24 years,14489,female,31,390100,7.95,Generation X,"2,67,40,00,000",715
Kyrgyzstan,1990,25-34 years,14484,male,99,350200,28.27,Boomers,"2,67,40,00,000",715
Kyrgyzstan,1990,35-54 years,14488,female,36,368500,9.77,Silent,"2,67,40,00,000",715
Kyrgyzstan,1990,5-14 years,14491,male,16,511400,3.13,Generation X,"2,67,40,00,000",715
Kyrgyzstan,1990,55-74 years,14486,female,38,242200,15.69,G.I. Generation,"2,67,40,00,000",715
Kyrgyzstan,1990,75+ years,14485,female,15,59800,25.08,G.I. Generation,"2,67,40,00,000",715
Kyrgyzstan,1991,15-24 years,14500,female,36,395500,9.1,Generation X,"2,57,08,33,333",677
Kyrgyzstan,1991,25-34 years,14502,female,16,358700,4.46,Boomers,"2,57,08,33,333",677
Kyrgyzstan,1991,35-54 years,14501,female,26,376100,6.91,Boomers,"2,57,08,33,333",677
Kyrgyzstan,1991,5-14 years,14504,female,3,514400,0.58,Millenials,"2,57,08,33,333",677
Kyrgyzstan,1991,55-74 years,14498,female,38,245400,15.48,Silent,"2,57,08,33,333",677
Kyrgyzstan,1991,75+ years,14497,female,14,58300,24.01,G.I. Generation,"2,57,08,33,333",677
Kyrgyzstan,1992,15-24 years,14512,female,30,399700,7.51,Generation X,"2,31,65,62,500",603
Kyrgyzstan,1992,25-34 years,14514,female,19,355300,5.35,Boomers,"2,31,65,62,500",603
Kyrgyzstan,1992,35-54 years,14513,female,21,380600,5.52,Boomers,"2,31,65,62,500",603
Kyrgyzstan,1992,5-14 years,14516,female,4,524700,0.76,Millenials,"2,31,65,62,500",603
Kyrgyzstan,1992,55-74 years,14506,male,74,185900,39.81,Silent,"2,31,65,62,500",603
Kyrgyzstan,1992,75+ years,14510,female,7,56800,12.32,G.I. Generation,"2,31,65,62,500",603
Kyrgyzstan,1993,15-24 years,14526,female,16,400400,4,Generation X,"2,02,82,95,455",528
Kyrgyzstan,1993,25-34 years,14525,female,21,346600,6.06,Boomers,"2,02,82,95,455",528
Kyrgyzstan,1993,35-54 years,14524,female,31,380700,8.14,Boomers,"2,02,82,95,455",528
Kyrgyzstan,1993,5-14 years,14528,female,3,531800,0.56,Millenials,"2,02,82,95,455",528
Kyrgyzstan,1993,55-74 years,14523,female,34,247700,13.73,Silent,"2,02,82,95,455",528
Kyrgyzstan,1993,75+ years,14520,female,16,54100,29.57,G.I. Generation,"2,02,82,95,455",528
Kyrgyzstan,1994,15-24 years,14537,female,12,403900,2.97,Generation X,"1,68,10,06,993",437
Kyrgyzstan,1994,25-34 years,14532,male,116,339900,34.13,Boomers,"1,68,10,06,993",437
Kyrgyzstan,1994,35-54 years,14531,male,174,369000,47.15,Boomers,"1,68,10,06,993",437
Kyrgyzstan,1994,5-14 years,14540,female,5,539900,0.93,Millenials,"1,68,10,06,993",437
Kyrgyzstan,1994,55-74 years,14530,male,102,190400,53.57,Silent,"1,68,10,06,993",437
Kyrgyzstan,1994,75+ years,14529,male,12,20500,58.54,G.I. Generation,"1,68,10,06,993",437
Kyrgyzstan,1995,15-24 years,14548,female,41,412500,9.94,Generation X,"1,66,10,18,519",425
Kyrgyzstan,1995,25-34 years,14544,male,100,339500,29.46,Generation X,"1,66,10,18,519",425
Kyrgyzstan,1995,35-54 years,14549,female,35,394200,8.88,Boomers,"1,66,10,18,519",425
Kyrgyzstan,1995,5-14 years,14551,male,5,564200,0.89,Millenials,"1,66,10,18,519",425
